dbo:wikiPageWikiLink{URIRef}[1670],http://dbpedia.org/resource/Singapore
dbo:wikiPageWikiLink{URIRef}[1671],http://dbpedia.org/resource/Six-Day_War
dbo:wikiPageWikiLink{URIRef}[1672],http://dbpedia.org/resource/Smiley_Burnette
dbo:wikiPageWikiLink{URIRef}[1673],http://dbpedia.org/resource/Soap_opera
dbo:wikiPageWikiLink{URIRef}[1674],http://dbpedia.org/resource/Sobibór_extermination_camp
dbo:wikiPageWikiLink{URIRef}[1675],"http://dbpedia.org/resource/Solar_eclipse_of_May_9,_1967"
dbo:wikiPageWikiLink{URIRef}[1676],"http://dbpedia.org/resource/Solar_eclipse_of_November_2,_1967"
dbo:wikiPageWikiLink{URIRef}[1677],http://dbpedia.org/resource/Song_Kang-ho
dbo:wikiPageWikiLink{URIRef}[1678],"http://dbpedia.org/resource/Sophie,_Hereditary_Princess_of_Liechtenstein"
dbo:wikiPageWikiLink{URIRef}[1679],http://dbpedia.org/resource/Sophie_Fiennes
dbo:wikiPageWikiLink{URIRef}[1680],http://dbpedia.org/resource/South_Vietnam
dbo:wikiPageWikiLink{URIRef}[1681],http://dbpedia.org/resource/Southampton
dbo:wikiPageWikiLink{URIRef}[1682],http://dbpedia.org/resource/Soviet_Union
dbo:wikiPageWikiLink{URIRef}[1683],http://dbpedia.org/resource/Soyuz_1
dbo:wikiPageWikiLink{URIRef}[1684],http://dbpedia.org/resource/Space_probe
dbo:wikiPageWikiLink{URIRef}[1685],http://dbpedia.org/resource/Spain
dbo:wikiPageWikiLink{URIRef}[1686],http://dbpedia.org/resource/Spencer_Tracy
dbo:wikiPageWikiLink{URIRef}[1687],http://dbpedia.org/resource/Spitz_(band)
dbo:wikiPageWikiLink{URIRef}[1688],http://dbpedia.org/resource/St._Louis_Blues
dbo:wikiPageWikiLink{URIRef}[1689],http://dbpedia.org/resource/St_Christopher's_Hospice
dbo:wikiPageWikiLink{URIRef}[1690],http://dbpedia.org/resource/Stacy_Compton
dbo:wikiPageWikiLink{URIRef}[1691],http://dbpedia.org/resource/Stanley_Bruce
dbo:wikiPageWikiLink{URIRef}[1692],http://dbpedia.org/resource/Stanley_Cup
dbo:wikiPageWikiLink{URIRef}[1693],http://dbpedia.org/resource/State_of_Katanga
dbo:wikiPageWikiLink{URIRef}[1694],http://dbpedia.org/resource/Steffen_Wink
dbo:wikiPageWikiLink{URIRef}[1695],http://dbpedia.org/resource/Stelios_Haji-Ioannou
dbo:wikiPageWikiLink{URIRef}[1696],http://dbpedia.org/resource/Steve_Chiasson
dbo:wikiPageWikiLink{URIRef}[1697],http://dbpedia.org/resource/Steve_Zahn
dbo:wikiPageWikiLink{URIRef}[1698],http://dbpedia.org/resource/Steven_Mackintosh
dbo:wikiPageWikiLink{URIRef}[1699],http://dbpedia.org/resource/Steven_Wilson
dbo:wikiPageWikiLink{URIRef}[1700],http://dbpedia.org/resource/Stockport
dbo:wikiPageWikiLink{URIRef}[1701],http://dbpedia.org/resource/Stockport_air_disaster
dbo:wikiPageWikiLink{URIRef}[1702],http://dbpedia.org/resource/Straits_of_Tiran
dbo:wikiPageWikiLink{URIRef}[1703],http://dbpedia.org/resource/Strawberry_Fields_Forever
dbo:wikiPageWikiLink{URIRef}[1704],http://dbpedia.org/resource/Stuart_Erwin
dbo:wikiPageWikiLink{URIRef}[1705],http://dbpedia.org/resource/Sture_Fladmark
dbo:wikiPageWikiLink{URIRef}[1706],http://dbpedia.org/resource/Suez_Canal
dbo:wikiPageWikiLink{URIRef}[1707],http://dbpedia.org/resource/Suharto
dbo:wikiPageWikiLink{URIRef}[1708],http://dbpedia.org/resource/Sukarno
dbo:wikiPageWikiLink{URIRef}[1709],http://dbpedia.org/resource/Suman_Pokhrel
dbo:wikiPageWikiLink{URIRef}[1710],http://dbpedia.org/resource/Summer_of_Love
dbo:wikiPageWikiLink{URIRef}[1711],http://dbpedia.org/resource/Sunny_Chan
dbo:wikiPageWikiLink{URIRef}[1712],http://dbpedia.org/resource/Super_Bowl_I
dbo:wikiPageWikiLink{URIRef}[1713],http://dbpedia.org/resource/Supersemar
dbo:wikiPageWikiLink{URIRef}[1714],http://dbpedia.org/resource/Supersonic_airliner
dbo:wikiPageWikiLink{URIRef}[1715],http://dbpedia.org/resource/Supreme_Court_of_the_United_States
dbo:wikiPageWikiLink{URIRef}[1716],http://dbpedia.org/resource/Surveyor_3
dbo:wikiPageWikiLink{URIRef}[1717],http://dbpedia.org/resource/Suzanne_Cryer
dbo:wikiPageWikiLink{URIRef}[1718],http://dbpedia.org/resource/Svetlana_Alliluyeva
dbo:wikiPageWikiLink{URIRef}[1719],http://dbpedia.org/resource/Sweden
dbo:wikiPageWikiLink{URIRef}[1720],http://dbpedia.org/resource/Syria
dbo:wikiPageWikiLink{URIRef}[1721],http://dbpedia.org/resource/System_of_a_Down
dbo:wikiPageWikiLink{URIRef}[1722],http://dbpedia.org/resource/TVB
dbo:wikiPageWikiLink{URIRef}[1723],http://dbpedia.org/resource/Taiten_Kusunoki
dbo:wikiPageWikiLink{URIRef}[1724],http://dbpedia.org/resource/Taka_Hirose
dbo:wikiPageWikiLink{URIRef}[1725],http://dbpedia.org/resource/Takehito_Koyasu
dbo:wikiPageWikiLink{URIRef}[1726],http://dbpedia.org/resource/Talisa_Soto
dbo:wikiPageWikiLink{URIRef}[1727],"http://dbpedia.org/resource/Tampa,_Florida"
dbo:wikiPageWikiLink{URIRef}[1728],http://dbpedia.org/resource/Tamás_Darnyi
dbo:wikiPageWikiLink{URIRef}[1729],http://dbpedia.org/resource/Tangerine_Dream
dbo:wikiPageWikiLink{URIRef}[1730],http://dbpedia.org/resource/Tara_Fitzgerald
dbo:wikiPageWikiLink{URIRef}[1731],http://dbpedia.org/resource/Tasmania
dbo:wikiPageWikiLink{URIRef}[1732],http://dbpedia.org/resource/Television_station
dbo:wikiPageWikiLink{URIRef}[1733],http://dbpedia.org/resource/Tennessee
dbo:wikiPageWikiLink{URIRef}[1734],http://dbpedia.org/resource/Teoman_(singer)
dbo:wikiPageWikiLink{URIRef}[1735],http://dbpedia.org/resource/Terminal_Island
dbo:wikiPageWikiLink{URIRef}[1736],http://dbpedia.org/resource/Terminally_ill
dbo:wikiPageWikiLink{URIRef}[1737],http://dbpedia.org/resource/Terrorism
dbo:wikiPageWikiLink{URIRef}[1738],http://dbpedia.org/resource/Tet_Offensive
dbo:wikiPageWikiLink{URIRef}[1739],http://dbpedia.org/resource/Thailand
dbo:wikiPageWikiLink{URIRef}[1740],http://dbpedia.org/resource/Thalidomide
dbo:wikiPageWikiLink{URIRef}[1741],http://dbpedia.org/resource/The_Amazing_Race
dbo:wikiPageWikiLink{URIRef}[1742],http://dbpedia.org/resource/The_Andrews_Sisters
dbo:wikiPageWikiLink{URIRef}[1743],http://dbpedia.org/resource/The_Beatles
dbo:wikiPageWikiLink{URIRef}[1744],http://dbpedia.org/resource/The_Boeing_Company
dbo:wikiPageWikiLink{URIRef}[1745],http://dbpedia.org/resource/The_Brian_Jonestown_Massacre
dbo:wikiPageWikiLink{URIRef}[1746],"http://dbpedia.org/resource/The_Championships,_Wimbledon"
dbo:wikiPageWikiLink{URIRef}[1747],http://dbpedia.org/resource/The_Dandy_Warhols
dbo:wikiPageWikiLink{URIRef}[1748],http://dbpedia.org/resource/The_Doors
dbo:wikiPageWikiLink{URIRef}[1749],http://dbpedia.org/resource/The_Ed_Sullivan_Show
dbo:wikiPageWikiLink{URIRef}[1750],http://dbpedia.org/resource/The_Fat_Boys
dbo:wikiPageWikiLink{URIRef}[1751],http://dbpedia.org/resource/The_Fugitive_(1963_TV_series)
dbo:wikiPageWikiLink{URIRef}[1752],http://dbpedia.org/resource/The_Jimi_Hendrix_Experience
dbo:wikiPageWikiLink{URIRef}[1753],http://dbpedia.org/resource/The_Jungle_Book_(1967_film)
dbo:wikiPageWikiLink{URIRef}[1754],http://dbpedia.org/resource/The_Naked_Ape
dbo:wikiPageWikiLink{URIRef}[1755],http://dbpedia.org/resource/The_New_York_Times
dbo:wikiPageWikiLink{URIRef}[1756],http://dbpedia.org/resource/The_Pentagon
dbo:wikiPageWikiLink{URIRef}[1757],http://dbpedia.org/resource/The_Piper_at_the_Gates_of_Dawn
dbo:wikiPageWikiLink{URIRef}[1758],http://dbpedia.org/resource/The_Prisoner
dbo:wikiPageWikiLink{URIRef}[1759],http://dbpedia.org/resource/The_Rolling_Stones
dbo:wikiPageWikiLink{URIRef}[1760],http://dbpedia.org/resource/The_Undertones
dbo:wikiPageWikiLink{URIRef}[1761],http://dbpedia.org/resource/The_Velvet_Underground
dbo:wikiPageWikiLink{URIRef}[1762],http://dbpedia.org/resource/The_Velvet_Underground_&_Nico
dbo:wikiPageWikiLink{URIRef}[1763],http://dbpedia.org/resource/The_Walt_Disney_Company
dbo:wikiPageWikiLink{URIRef}[1764],http://dbpedia.org/resource/Their_Satanic_Majesties_Request
dbo:wikiPageWikiLink{URIRef}[1765],http://dbpedia.org/resource/Third_Programme
dbo:wikiPageWikiLink{URIRef}[1766],http://dbpedia.org/resource/Thomas_Lang
dbo:wikiPageWikiLink{URIRef}[1767],http://dbpedia.org/resource/Thurgood_Marshall
dbo:wikiPageWikiLink{URIRef}[1768],http://dbpedia.org/resource/Tia_Carrere
dbo:wikiPageWikiLink{URIRef}[1769],http://dbpedia.org/resource/Tiara_Jacquelina
dbo:wikiPageWikiLink{URIRef}[1770],http://dbpedia.org/resource/Tilly_Edinger
dbo:wikiPageWikiLink{URIRef}[1771],http://dbpedia.org/resource/Tim_%22Ripper%22_Owens
dbo:wikiPageWikiLink{URIRef}[1772],http://dbpedia.org/resource/Tim_McGraw
dbo:wikiPageWikiLink{URIRef}[1773],http://dbpedia.org/resource/Tim_Vine
dbo:wikiPageWikiLink{URIRef}[1774],http://dbpedia.org/resource/Tina_Arena
dbo:wikiPageWikiLink{URIRef}[1775],http://dbpedia.org/resource/Tino_Martinez
dbo:wikiPageWikiLink{URIRef}[1776],http://dbpedia.org/resource/Todd_Pratt
dbo:wikiPageWikiLink{URIRef}[1777],http://dbpedia.org/resource/Togo
dbo:wikiPageWikiLink{URIRef}[1778],http://dbpedia.org/resource/Toine_van_Peperstraten
dbo:wikiPageWikiLink{URIRef}[1779],http://dbpedia.org/resource/Tom_Anderson_(politician)
dbo:wikiPageWikiLink{URIRef}[1780],http://dbpedia.org/resource/Tom_Conway
dbo:wikiPageWikiLink{URIRef}[1781],http://dbpedia.org/resource/Tom_Hayden
dbo:wikiPageWikiLink{URIRef}[1782],http://dbpedia.org/resource/Tom_Hollander
dbo:wikiPageWikiLink{URIRef}[1783],http://dbpedia.org/resource/Tom_Kristensen_(racing_driver)
dbo:wikiPageWikiLink{URIRef}[1784],http://dbpedia.org/resource/Tom_Meents
dbo:wikiPageWikiLink{URIRef}[1785],http://dbpedia.org/resource/Tommy_Lucchese
dbo:wikiPageWikiLink{URIRef}[1786],http://dbpedia.org/resource/Tomáš_Cihlář
dbo:wikiPageWikiLink{URIRef}[1787],http://dbpedia.org/resource/Toni_Braxton
dbo:wikiPageWikiLink{URIRef}[1788],http://dbpedia.org/resource/Tony_Bancroft
dbo:wikiPageWikiLink{URIRef}[1789],http://dbpedia.org/resource/Tony_Siragusa
dbo:wikiPageWikiLink{URIRef}[1790],http://dbpedia.org/resource/Toronto_Maple_Leafs
dbo:wikiPageWikiLink{URIRef}[1791],http://dbpedia.org/resource/Torrey_Canyon_oil_spill
dbo:wikiPageWikiLink{URIRef}[1792],http://dbpedia.org/resource/Totò
dbo:wikiPageWikiLink{URIRef}[1793],http://dbpedia.org/resource/Toulouse
dbo:wikiPageWikiLink{URIRef}[1794],http://dbpedia.org/resource/Trabzon
dbo:wikiPageWikiLink{URIRef}[1795],http://dbpedia.org/resource/Trabzonspor
dbo:wikiPageWikiLink{URIRef}[1796],http://dbpedia.org/resource/Transatlantic_crossing
dbo:wikiPageWikiLink{URIRef}[1797],http://dbpedia.org/resource/Transition_to_the_New_Order
dbo:wikiPageWikiLink{URIRef}[1798],http://dbpedia.org/resource/Treblinka_extermination_camp
dbo:wikiPageWikiLink{URIRef}[1799],http://dbpedia.org/resource/Trevor_Hoffman
dbo:wikiPageWikiLink{URIRef}[1800],http://dbpedia.org/resource/Trial_in_absentia
dbo:wikiPageWikiLink{URIRef}[1801],http://dbpedia.org/resource/Trinidad_and_Tobago
dbo:wikiPageWikiLink{URIRef}[1802],http://dbpedia.org/resource/Tristan_Gemmill
dbo:wikiPageWikiLink{URIRef}[1803],http://dbpedia.org/resource/Trond_Egil_Soltvedt
dbo:wikiPageWikiLink{URIRef}[1804],http://dbpedia.org/resource/Troy_Gentry
dbo:wikiPageWikiLink{URIRef}[1805],http://dbpedia.org/resource/Tudor_Arghezi
dbo:wikiPageWikiLink{URIRef}[1806],http://dbpedia.org/resource/Turkish_Cypriot
dbo:wikiPageWikiLink{URIRef}[1807],http://dbpedia.org/resource/Ty_Burrell
dbo:wikiPageWikiLink{URIRef}[1808],http://dbpedia.org/resource/Ty_Detmer
dbo:wikiPageWikiLink{URIRef}[1809],http://dbpedia.org/resource/Typeface
dbo:wikiPageWikiLink{URIRef}[1810],http://dbpedia.org/resource/U.S._and_World_Population_Clock
dbo:wikiPageWikiLink{URIRef}[1811],http://dbpedia.org/resource/U.S._state
dbo:wikiPageWikiLink{URIRef}[1812],http://dbpedia.org/resource/UAC_TurboTrain
dbo:wikiPageWikiLink{URIRef}[1813],http://dbpedia.org/resource/UEFA_Champions_League
dbo:wikiPageWikiLink{URIRef}[1814],http://dbpedia.org/resource/UN_Emergency_Force
dbo:wikiPageWikiLink{URIRef}[1815],http://dbpedia.org/resource/UN_Security_Council
dbo:wikiPageWikiLink{URIRef}[1816],http://dbpedia.org/resource/UN_Security_Council_Resolution_242
dbo:wikiPageWikiLink{URIRef}[1817],http://dbpedia.org/resource/USS_Liberty_incident
dbo:wikiPageWikiLink{URIRef}[1818],http://dbpedia.org/resource/U_Thant
dbo:wikiPageWikiLink{URIRef}[1819],http://dbpedia.org/resource/Ulrika_Jonsson
dbo:wikiPageWikiLink{URIRef}[1820],http://dbpedia.org/resource/Ulrike_Maier
dbo:wikiPageWikiLink{URIRef}[1821],http://dbpedia.org/resource/United_Nations
dbo:wikiPageWikiLink{URIRef}[1822],http://dbpedia.org/resource/United_States
dbo:wikiPageWikiLink{URIRef}[1823],http://dbpedia.org/resource/United_States_Assistant_Secretary_of_Defense_for_International_Security_Affairs
dbo:wikiPageWikiLink{URIRef}[1824],http://dbpedia.org/resource/United_States_Census_Bureau
dbo:wikiPageWikiLink{URIRef}[1825],http://dbpedia.org/resource/United_States_Congress
dbo:wikiPageWikiLink{URIRef}[1826],http://dbpedia.org/resource/United_States_Marine_Corps
dbo:wikiPageWikiLink{URIRef}[1827],http://dbpedia.org/resource/United_States_Marines
dbo:wikiPageWikiLink{URIRef}[1828],http://dbpedia.org/resource/United_States_Secretary_of_the_Treasury
dbo:wikiPageWikiLink{URIRef}[1829],http://dbpedia.org/resource/United_States_Supreme_Court
dbo:wikiPageWikiLink{URIRef}[1830],http://dbpedia.org/resource/United_States_dollar
dbo:wikiPageWikiLink{URIRef}[1831],http://dbpedia.org/resource/University_of_Winnipeg
dbo:wikiPageWikiLink{URIRef}[1832],http://dbpedia.org/resource/University_of_Wisconsin–Madison
dbo:wikiPageWikiLink{URIRef}[1833],http://dbpedia.org/resource/Unmanned_space_missions
dbo:wikiPageWikiLink{URIRef}[1834],http://dbpedia.org/resource/Vanilla_Ice
dbo:wikiPageWikiLink{URIRef}[1835],http://dbpedia.org/resource/Varian_Fry
dbo:wikiPageWikiLink{URIRef}[1836],http://dbpedia.org/resource/Vendela_Kirsebom
dbo:wikiPageWikiLink{URIRef}[1837],http://dbpedia.org/resource/Venera_4
dbo:wikiPageWikiLink{URIRef}[1838],http://dbpedia.org/resource/Venera_program
dbo:wikiPageWikiLink{URIRef}[1839],http://dbpedia.org/resource/Venezuela
dbo:wikiPageWikiLink{URIRef}[1840],http://dbpedia.org/resource/Venus
dbo:wikiPageWikiLink{URIRef}[1841],http://dbpedia.org/resource/Vernon_Huber
dbo:wikiPageWikiLink{URIRef}[1842],http://dbpedia.org/resource/Vice_President_of_Peru
dbo:wikiPageWikiLink{URIRef}[1843],http://dbpedia.org/resource/Vice_President_of_the_United_States
dbo:wikiPageWikiLink{URIRef}[1844],http://dbpedia.org/resource/Victor_Gollancz
dbo:wikiPageWikiLink{URIRef}[1845],http://dbpedia.org/resource/Victor_de_Sabata
dbo:wikiPageWikiLink{URIRef}[1846],http://dbpedia.org/resource/Viet_Cong
dbo:wikiPageWikiLink{URIRef}[1847],http://dbpedia.org/resource/Vietnam_War
dbo:wikiPageWikiLink{URIRef}[1848],http://dbpedia.org/resource/Vin_Diesel
dbo:wikiPageWikiLink{URIRef}[1849],http://dbpedia.org/resource/Vince_Gilligan
dbo:wikiPageWikiLink{URIRef}[1850],http://dbpedia.org/resource/Vincent_Massey
dbo:wikiPageWikiLink{URIRef}[1851],http://dbpedia.org/resource/Vive_le_Québec_libre
dbo:wikiPageWikiLink{URIRef}[1852],http://dbpedia.org/resource/Vivien_Leigh
dbo:wikiPageWikiLink{URIRef}[1853],http://dbpedia.org/resource/Vladimir_Bartol
dbo:wikiPageWikiLink{URIRef}[1854],http://dbpedia.org/resource/Vladimir_Komarov
dbo:wikiPageWikiLink{URIRef}[1855],http://dbpedia.org/resource/Volcano
dbo:wikiPageWikiLink{URIRef}[1856],http://dbpedia.org/resource/Voltaire_(musician)
dbo:wikiPageWikiLink{URIRef}[1857],http://dbpedia.org/resource/Vulpecula
dbo:wikiPageWikiLink{URIRef}[1858],http://dbpedia.org/resource/Waiting_period_(Six-Day_War)
dbo:wikiPageWikiLink{URIRef}[1859],http://dbpedia.org/resource/Waldo_Frank
dbo:wikiPageWikiLink{URIRef}[1860],http://dbpedia.org/resource/Wally_Schirra
dbo:wikiPageWikiLink{URIRef}[1861],http://dbpedia.org/resource/Walt_Disney
dbo:wikiPageWikiLink{URIRef}[1862],http://dbpedia.org/resource/Warner_Bros.
dbo:wikiPageWikiLink{URIRef}[1863],http://dbpedia.org/resource/Warner_Bros.-Seven_Arts
dbo:wikiPageWikiLink{URIRef}[1864],http://dbpedia.org/resource/Wartha_(Eisenach)
dbo:wikiPageWikiLink{URIRef}[1865],http://dbpedia.org/resource/Weapons_of_mass_destruction
dbo:wikiPageWikiLink{URIRef}[1866],http://dbpedia.org/resource/Wembley_Stadium_(1923)
dbo:wikiPageWikiLink{URIRef}[1867],http://dbpedia.org/resource/Wendell_Lawrence
dbo:wikiPageWikiLink{URIRef}[1868],http://dbpedia.org/resource/Wendy_Raquel_Robinson
dbo:wikiPageWikiLink{URIRef}[1869],http://dbpedia.org/resource/West_Berlin
dbo:wikiPageWikiLink{URIRef}[1870],http://dbpedia.org/resource/West_Bromwich_Albion_F.C.
dbo:wikiPageWikiLink{URIRef}[1871],http://dbpedia.org/resource/Wigald_Boning
dbo:wikiPageWikiLink{URIRef}[1872],http://dbpedia.org/resource/Wilhelm_Harster
dbo:wikiPageWikiLink{URIRef}[1873],http://dbpedia.org/resource/Will_Ferrell
dbo:wikiPageWikiLink{URIRef}[1874],http://dbpedia.org/resource/Willem-Alexander_of_the_Netherlands
dbo:wikiPageWikiLink{URIRef}[1875],http://dbpedia.org/resource/William_J._Knight
dbo:wikiPageWikiLink{URIRef}[1876],http://dbpedia.org/resource/William_S._Paley
dbo:wikiPageWikiLink{URIRef}[1877],http://dbpedia.org/resource/William_Westmoreland
dbo:wikiPageWikiLink{URIRef}[1878],http://dbpedia.org/resource/Wolfgang_Köhler
dbo:wikiPageWikiLink{URIRef}[1879],http://dbpedia.org/resource/Wonderful_Radio_London
dbo:wikiPageWikiLink{URIRef}[1880],http://dbpedia.org/resource/Woody_Guthrie
dbo:wikiPageWikiLink{URIRef}[1881],http://dbpedia.org/resource/World's_Fair
dbo:wikiPageWikiLink{URIRef}[1882],http://dbpedia.org/resource/World_Bank
dbo:wikiPageWikiLink{URIRef}[1883],http://dbpedia.org/resource/World_War_II
dbo:wikiPageWikiLink{URIRef}[1884],http://dbpedia.org/resource/X-15
dbo:wikiPageWikiLink{URIRef}[1885],http://dbpedia.org/resource/Xenia_Seeberg
dbo:wikiPageWikiLink{URIRef}[1886],http://dbpedia.org/resource/Yemen
dbo:wikiPageWikiLink{URIRef}[1887],http://dbpedia.org/resource/Yingluck_Shinawatra
dbo:wikiPageWikiLink{URIRef}[1888],http://dbpedia.org/resource/Yngwie_Malmsteen
dbo:wikiPageWikiLink{URIRef}[1889],http://dbpedia.org/resource/Yoko_Minamino
dbo:wikiPageWikiLink{URIRef}[1890],http://dbpedia.org/resource/Yukiko_Okada
dbo:wikiPageWikiLink{URIRef}[1891],http://dbpedia.org/resource/Yuri_Andropov
dbo:wikiPageWikiLink{URIRef}[1892],http://dbpedia.org/resource/Yōji_Matsuda
dbo:wikiPageWikiLink{URIRef}[1893],http://dbpedia.org/resource/Yūji_Oda
dbo:wikiPageWikiLink{URIRef}[1894],http://dbpedia.org/resource/Yūji_Ueda
dbo:wikiPageWikiLink{URIRef}[1895],http://dbpedia.org/resource/Yūki_Amami
dbo:wikiPageWikiLink{URIRef}[1896],http://dbpedia.org/resource/Zakir_Hussain_(politician)
dbo:wikiPageWikiLink{URIRef}[1897],http://dbpedia.org/resource/Zard
dbo:wikiPageWikiLink{URIRef}[1898],http://dbpedia.org/resource/Zhou_Zuoren
dbo:wikiPageWikiLink{URIRef}[1899],http://dbpedia.org/resource/Zoltán_Kodály
dbo:wikiPageWikiLink{URIRef}[1900],http://dbpedia.org/resource/Zuhdi_Jasser
dbo:wikiPageWikiLink{URIRef}[1901],http://dbpedia.org/resource/Zulfikar_Ali_Bhutto
dbo:wikiPageWikiLink{URIRef}[1902],http://dbpedia.org/resource/Ángel_García_Yáñez
dbo:wikiPageWikiLink{URIRef}[1903],http://dbpedia.org/resource/Étienne_Eyadema
dbo:wikiPageWikiLink{URIRef}[1904],http://dbpedia.org/resource/Óscar_Diego_Gestido
dbo:wikiPageWikiLink{URIRef}[1905],http://dbpedia.org/resource/Đắk_Tô
dbp:wikiPageUsesTemplate{URIRef}[0],http://dbpedia.org/resource/Template:Authority_control
dbp:wikiPageUsesTemplate{URIRef}[1],http://dbpedia.org/resource/Template:BDToC
dbp:wikiPageUsesTemplate{URIRef}[2],http://dbpedia.org/resource/Template:C20_year_in_topic
dbp:wikiPageUsesTemplate{URIRef}[3],http://dbpedia.org/resource/Template:Citation_needed
dbp:wikiPageUsesTemplate{URIRef}[4],http://dbpedia.org/resource/Template:Events_by_month
dbp:wikiPageUsesTemplate{URIRef}[5],http://dbpedia.org/resource/Template:IPA-fa
dbp:wikiPageUsesTemplate{URIRef}[6],http://dbpedia.org/resource/Template:Main
dbp:wikiPageUsesTemplate{URIRef}[7],http://dbpedia.org/resource/Template:Page_needed
dbp:wikiPageUsesTemplate{URIRef}[8],http://dbpedia.org/resource/Template:RMS
dbp:wikiPageUsesTemplate{URIRef}[9],http://dbpedia.org/resource/Template:Reflist
dbp:wikiPageUsesTemplate{URIRef}[10],http://dbpedia.org/resource/Template:SS
dbp:wikiPageUsesTemplate{URIRef}[11],http://dbpedia.org/resource/Template:TOC_limit
dbp:wikiPageUsesTemplate{URIRef}[12],http://dbpedia.org/resource/Template:USS
dbp:wikiPageUsesTemplate{URIRef}[13],http://dbpedia.org/resource/Template:Use_mdy_dates
dbp:wikiPageUsesTemplate{URIRef}[14],http://dbpedia.org/resource/Template:Why
dbp:wikiPageUsesTemplate{URIRef}[15],http://dbpedia.org/resource/Template:Year_article_header
dbp:wikiPageUsesTemplate{URIRef}[16],http://dbpedia.org/resource/Template:Year_dab
dbp:wikiPageUsesTemplate{URIRef}[17],http://dbpedia.org/resource/Template:Year_nav
dct:subject{URIRef},http://dbpedia.org/resource/Category:1967
gold:hypernym{URIRef},http://dbpedia.org/resource/Year
rdf:type{URIRef}[0],dbo:TimePeriod
rdf:type{URIRef}[1],dbo:Year
rdf:type{URIRef}[2],http://www.ontologydesignpatterns.org/ont/dul/DUL.owl#TimeInterval
rdf:type{URIRef}[3],owl:Thing
rdf:type{URIRef}[4],http://www.wikidata.org/entity/Q577
rdfs:comment{Literal}@cs,"1967 (MCMLXVII) byl rok, který dle gregoriánského kalendáře započal nedělí."
rdfs:comment{Literal}@de,Einträge von Leichtathletik-Weltrekorden siehe unter der jeweiligen Disziplin unter Leichtathletik.
rdfs:comment{Literal}@el,Η παρούσα σελίδα αφορά το έτος 1967 κατά το Γρηγοριανό ημερολόγιο
rdfs:comment{Literal}@en,"1967 (MCMLXVII) was a common year starting on Sunday of the Gregorian calendar, the 1967th year of the Common Era (CE) and Anno Domini (AD) designations, the 967th year of the 2nd millennium, the 67th year of the 20th century, and the 8th year of the 1960s decade."
rdfs:comment{Literal}@eo,"1967 estis normala jaro komenciĝanta dimanĉe (ligilo montras kalendaron). En la jaro 1967 post Kristo okazis, interalie:"
rdfs:comment{Literal}@es,1967 (MCMLXVII) fue un año común comenzado en domingo según el calendario gregoriano. Fue declarado Año Internacional del Turista por la Organización de las Naciones Unidas.
rdfs:comment{Literal}@eu,"Daturen bat gaineratzen baduzu, egunaren lotura segi dezakezu han ere sartzeko. Eskerrik asko!"
rdfs:comment{Literal}@fr,1967 est une année commune commençant un dimanche.
rdfs:comment{Literal}@in,"1967 (MCMLXVII)merupakan tahun biasa yang diawali hari Minggu dalam kalender Gregorian, tahun ke-1967 dalam sebutan Masehi (CE) dan Anno Domini (AD), tahun ke-967 pada Milenium ke-2, tahun ke-67 pada Abad ke-20, dan tahun ke- 8 pada dekade 1960-an. Denominasi 1967 untuk tahun ini telah digunakan sejak periode Abad Pertengahan awal, ketika Era kalender Anno Domini (Tahun Masehi) menjadi metode lazim di Eropa untuk penamaan tahun."
rdfs:comment{Literal}@it,Il 1967 (MCMLXVII in numeri romani è un anno del XX secolo.
rdfs:comment{Literal}@ja,1967年（1967 ねん）は、西暦（グレゴリオ暦）による、日曜日から始まる平年。昭和42年。
rdfs:comment{Literal}@ko,1967년은 일요일로 시작하는 평년이다.
rdfs:comment{Literal}@nl,Het jaar 1967 is een jaartal volgens de christelijke jaartelling.
rdfs:comment{Literal}@pt,"1967 (MCMLXVII, na numeração romana foi um ano comum do século XX que começou num Domingo, segundo o calendário gregoriano. A sua letra dominical foi A. A terça-feira de Carnaval ocorreu a 7 de fevereiro e o domingo de Páscoa a 26 de março. Segundo o horóscopo chinês, foi o ano da Cabra, começando a 9 de fevereiro."
rdfs:comment{Literal}@ru,"1967 (тысяча девятьсот шестьдесят седьмой) год по григорианскому календарю — невисокосный год, начинающийся в воскресенье. Это 1967-й год нашей эры, 967-й год 2-го тысячелетия, 67-й год XX века, 7-й год 7-го десятилетия XX века, 8-й год 1960-х годов."
rdfs:comment{Literal}@sv,1967 (MCMLXVII var ett normalår som började en söndag i den gregorianska kalendern.
